ID,Year,Zipcode,Longitude,Latitude,Income,Age,Population,Num Rooms,House Value
1574,2011,95831,-121.53,38.49,67008.0,44.0,41345,5.5,364300.0
1575,2011,95832,-121.51,38.43,39554.0,25.8,12556,5.5,200400.0
1576,2011,95833,-121.49,38.61,55486.0,31.5,36997,4.9,234300.0
1577,2011,95834,-121.54,38.64,55280.0,28.8,23715,4.7,240000.0
1578,2011,95835,-121.53,38.67,83862.0,32.5,35980,6.1,304900.0
1579,2011,95837,-121.6,38.69,153462.0,40.2,346,5.3,971900.0
1580,2011,95838,-121.44,38.64,39918.0,28.5,35604,5.1,174000.0
1581,2011,95841,-121.35,38.66,40127.0,31.9,19143,4.6,229100.0
1582,2011,95842,-121.34,38.68,46803.0,31.1,31547,4.9,181100.0
1583,2011,95843,-121.36,38.71,70849.0,31.1,45549,5.8,256300.0
1584,2011,95864,-121.37,38.58,83245.0,45.3,21646,6.1,484700.0
1585,2011,95901,-121.47,39.15,43513.0,32.2,32266,5.1,191000.0
1586,2011,95903,-121.37,39.11,36836.0,22.4,2279,5.3,137500.0
1587,2011,95910,-120.84,39.46,30139.0,50.3,82,4.8,118800.0
1588,2011,95912,-122.04,39.02,51406.0,35.5,4548,5.2,303700.0
1589,2011,95914,-121.36,39.42,47446.0,50.1,614,4.8,195300.0
1590,2011,95915,-121.16,40.01,10550.0,39.8,56,4.4,458794.97705720400
1591,2011,95916,-121.38,39.66,34479.0,51.1,1370,5.1,179300.0
1592,2011,95917,-121.67,39.42,42532.0,34.4,3541,5.4,206000.0
1593,2011,95918,-121.33,39.33,83906.0,49.1,1773,6.1,368500.0
1594,2011,95919,-121.25,39.43,46184.0,36.8,1672,4.9,185100.0
1595,2011,95920,-121.93,39.46,38421.0,27.0,475,5.8,348000.0
1596,2011,95922,-121.11,39.42,34265.0,56.2,610,4.3,306800.0
1597,2011,95923,-121.09,40.13,29792.0,83.1,22,6.5,59200.0
1598,2011,95925,-121.19,39.47,70472.0,32.6,247,5.2,458794.97705720400
1599,2011,95926,-121.83,39.74,39266.0,27.5,38064,5.1,303900.0
1600,2011,95928,-121.81,39.71,41783.0,29.5,37059,4.9,324600.0
1601,2011,95930,-121.19,39.55,67521.99233323270,40.40193697600450,0,5.1,458794.97705720400
1602,2011,95932,-122.05,39.27,50901.0,34.9,7716,5.3,232200.0
1603,2011,95934,-120.92,40.07,35234.0,28.6,249,5.2,156900.0
1604,2011,95935,-121.2,39.36,54659.0,55.9,359,6.0,119900.0
1605,2011,95936,-120.79,39.58,2500.0,55.1,192,5.2,350800.0
1606,2011,95937,-122.0,38.88,48561.0,29.8,1278,5.3,151900.0
1607,2011,95938,-121.77,39.61,67074.0,35.9,3797,6.0,454300.0
1608,2011,95939,-122.57,39.54,25250.0,39.6,579,4.7,154200.0
1609,2011,95941,-121.24,39.52,58333.0,49.0,491,5.9,222000.0
1610,2011,95942,-121.57,40.02,47917.0,42.1,1352,5.1,299800.0
1611,2011,95943,-122.02,39.6,48854.0,31.6,903,6.1,395000.0
1612,2011,95944,-120.94,39.51,72794.0,76.6,156,4.2,381300.0
1613,2011,95945,-120.98,39.18,45972.0,46.8,24162,4.7,378200.0
1614,2011,95946,-121.2,39.18,65758.0,54.2,9814,6.0,389400.0
1615,2011,95947,-120.84,40.15,30547.0,53.6,1899,4.9,183800.0
1616,2011,95948,-121.76,39.35,39846.0,36.1,10251,5.2,216400.0
1617,2011,95949,-121.12,39.11,64043.0,50.5,20505,5.5,391900.0
1618,2011,95950,-121.9,39.04,32083.0,15.6,805,4.6,103100.0
1619,2011,95951,-122.0,39.72,33281.0,26.8,2769,5.0,191700.0
1620,2011,95953,-121.78,39.23,44566.0,32.1,10241,5.4,187300.0
1621,2011,95954,-121.6,39.84,38734.0,42.5,12262,5.2,179400.0
1622,2011,95955,-122.17,39.31,43869.0,31.3,1500,5.2,265600.0
1623,2011,95956,-121.05,39.92,31667.0,48.8,376,4.4,351900.0
1624,2011,95957,-121.84,39.07,59167.0,44.2,890,5.9,249000.0
1625,2011,95959,-120.87,39.34,56114.0,50.5,18235,5.6,462400.0
1626,2011,95960,-120.99,39.42,42000.0,39.3,876,4.2,231700.0
1627,2011,95961,-121.55,39.08,44960.0,29.3,25552,5.4,178700.0
1628,2011,95962,-121.23,39.34,90000.0,47.8,1073,4.7,300000.0
1629,2011,95963,-122.33,39.73,44260.0,35.6,15003,5.3,233200.0
1630,2011,95965,-121.67,39.5,36309.0,36.6,19735,4.9,183300.0
1631,2011,95966,-121.39,39.45,44123.0,42.6,31303,5.3,205100.0
1632,2011,95968,-121.55,39.43,48723.0,33.4,1544,5.1,154700.0
1633,2011,95969,-121.61,39.74,42423.0,50.5,27735,5.1,239500.0
1634,2011,95970,-122.04,39.41,54375.0,46.8,418,5.6,225700.0
1635,2011,95971,-121.0,39.96,52508.0,43.3,5940,4.9,233400.0
1636,2011,95973,-121.83,39.9,53073.0,36.6,30415,5.3,301100.0
1637,2011,95974,-121.84,39.48,67521.99233323270,40.40193697600450,0,5.163962967276100,458794.97705720400
1638,2011,95975,-121.15,39.22,39436.0,39.6,1645,4.8,430500.0
1639,2011,95977,-121.29,39.17,72778.0,39.3,1410,5.3,237700.0
1640,2011,95978,-121.54,39.88,2500.0,50.0,58,5.163962967276100,251700.0
1641,2011,95979,-122.46,39.27,31181.0,52.7,517,5.0,186900.0
1642,2011,95981,-121.1,39.56,43281.0,56.4,82,4.8,248300.0
1643,2011,95982,-121.81,39.18,67689.0,38.5,3241,5.7,228800.0
1644,2011,95983,-120.75,40.04,26307.0,30.6,558,4.9,192000.0
1645,2011,95984,-121.08,40.03,126250.0,61.8,79,3.8,450000.0
1646,2011,95986,-120.77,39.34,67521.99233323270,40.40193697600450,19,3.5,458794.97705720400
1647,2011,95987,-122.27,39.11,49474.0,29.6,6013,5.2,194200.0
1648,2011,95988,-122.28,39.5,44105.0,40.9,8664,5.3,238400.0
1649,2011,95991,-121.61,39.05,42009.0,31.8,40719,5.1,197500.0
1650,2011,95993,-121.73,39.05,61368.0,37.4,35798,5.9,264900.0
1651,2011,96001,-122.46,40.6,48067.0,40.9,33577,5.4,281500.0
1652,2011,96002,-122.32,40.52,44003.0,35.6,34875,5.3,248400.0
1653,2011,96003,-122.25,40.68,43024.0,40.1,44404,5.1,251200.0
1654,2011,96006,-120.89,41.15,52650.0,50.5,615,5.3,151500.0
1655,2011,96007,-122.35,40.44,38623.0,43.4,22469,5.0,211500.0
1656,2011,96008,-122.09,40.7,39743.0,55.2,839,5.1,174500.0
1657,2011,96009,-121.11,41.06,51513.0,45.4,585,5.3,206600.0
1658,2011,96010,-123.25,40.81,33500.0,50.8,192,4.5,258900.0
1659,2011,96011,-121.89,41.04,12431.0,49.2,181,3.8,275000.0
1660,2011,96013,-121.74,40.94,33958.0,47.3,3614,5.0,178500.0
1661,2011,96014,-122.77,41.36,24018.0,51.4,210,4.4,255400.0
1662,2011,96015,-120.94,41.44,41071.0,35.9,647,6.7,170000.0
1663,2011,96016,-121.57,40.92,57115.0,46.6,624,5.5,232100.0
1664,2011,96017,-122.35,41.1,31875.0,54.0,200,4.3,199000.0
1665,2011,96019,-122.37,40.68,43263.0,40.0,10063,5.2,201400.0
1666,2011,96020,-121.24,40.27,42794.0,48.3,2008,5.5,281300.0
1667,2011,96021,-122.28,39.92,39041.0,35.2,15417,5.0,169100.0
1668,2011,96022,-122.45,40.33,49975.0,40.4,16335,5.4,239900.0
1669,2011,96023,-121.74,41.89,33958.0,37.3,1166,4.6,117000.0
1670,2011,96024,-122.86,40.58,42300.0,52.0,1274,4.4,305300.0
1671,2011,96025,-122.26,41.19,33500.0,48.5,2444,4.6,212000.0
1672,2011,96027,-123.02,41.41,42242.0,52.4,2271,5.3,229500.0
1673,2011,96028,-121.47,41.01,38865.0,35.8,1676,5.8,204200.0
1674,2011,96029,-122.48,39.93,61111.0,33.4,136,4.8,277800.0
1675,2011,96031,-123.2,41.19,13750.0,55.4,131,3.7,232100.0
1676,2011,96032,-122.96,41.59,44158.0,48.1,2378,5.1,246700.0
1677,2011,96033,-122.6,40.73,31417.0,54.9,343,5.0,197500.0
1678,2011,96034,-122.61,41.43,30000.0,62.6,334,4.7,275000.0
1679,2011,96035,-122.17,40.03,38320.0,42.7,3359,5.0,169000.0
1680,2011,96037,-122.93,41.54,45335.0,58.8,395,4.9,318300.0
1681,2011,96038,-122.54,41.6,32000.0,52.1,480,4.7,209400.0
1682,2011,96039,-123.47,41.78,25792.0,47.3,1180,4.9,129900.0
1683,2011,96040,-121.46,40.8,56250.0,58.0,198,4.7,391300.0
1684,2011,96041,-123.19,40.5,35167.0,38.7,2391,4.8,232800.0
1685,2011,96044,-122.49,41.91,27143.0,49.2,1186,4.7,165900.0
1686,2011,96046,-123.4,40.6,24479.0,62.9,214,3.1,334800.0
1687,2011,96047,-122.7,40.46,33571.0,51.5,716,5.4,228200.0
1688,2011,96048,-123.1,40.87,32269.0,45.3,1039,4.5,193000.0
1689,2011,96049,-123.33,41.76,18500.0,44.1,101,4.8,73000.0
1690,2011,96050,-122.92,41.83,28088.0,51.9,467,4.8,257600.0
1691,2011,96051,-122.38,40.88,68977.0,52.3,996,5.4,273400.0
1692,2011,96052,-122.84,40.78,39938.0,49.2,1624,4.3,212300.0
1693,2011,96054,-121.1,41.3,33438.0,42.9,332,5.3,160400.0
1694,2011,96055,-122.07,40.05,34741.0,42.6,4358,5.1,163400.0
1695,2011,96056,-121.34,41.1,38359.0,58.5,1332,5.5,222900.0
1696,2011,96057,-122.1,41.26,39750.0,48.7,1622,5.1,215400.0
1697,2011,96058,-121.89,41.74,30259.0,45.6,672,4.8,202500.0
1698,2011,96059,-121.84,40.41,45188.0,53.2,703,5.4,286400.0
1699,2011,96061,-121.46,40.34,57188.0,53.5,46,3.6,191700.0
1700,2011,96062,-122.07,40.56,60938.0,47.8,1023,6.5,352400.0
1701,2011,96063,-121.61,40.37,65729.0,53.3,133,4.2,155400.0
1702,2011,96064,-122.39,41.76,40625.0,47.4,4173,4.9,201900.0
1703,2011,96065,-121.91,40.86,28889.0,48.0,341,4.2,242500.0
1704,2011,96067,-122.32,41.31,43929.0,49.5,7320,5.2,325800.0
1705,2011,96068,-121.21,41.12,33750.0,40.0,279,5.8,350000.0
1706,2011,96069,-122.02,40.69,41833.0,50.2,929,5.6,237500.0
1707,2011,96071,-121.47,40.67,38274.0,76.9,49,4.1,160200.0
1708,2011,96073,-122.19,40.6,73893.0,50.1,4484,6.5,394900.0
1709,2011,96074,-122.58,39.88,37917.0,44.5,230,4.9,237500.0
1710,2011,96075,-121.85,40.34,22778.0,38.4,355,4.1,95700.0
1711,2011,96076,-122.91,40.38,30962.0,66.1,134,4.6,326900.0
1712,2011,96080,-122.43,40.13,37445.0,39.4,29057,5.0,212200.0
1713,2011,96084,-122.02,40.92,25994.0,54.8,629,5.3,283300.0
1714,2011,96085,-123.04,41.73,27000.0,69.2,37,4.0,235000.0
1715,2011,96086,-123.22,41.86,34141.0,56.8,384,4.6,216700.0
1716,2011,96087,-122.5,40.62,38859.0,52.7,456,5.4,186800.0
1717,2011,96088,-121.8,40.5,44643.0,53.7,4412,5.4,257400.0
1718,2011,96090,-122.13,40.02,36786.0,40.1,383,4.9,248200.0
1719,2011,96091,-122.78,41.05,29625.0,58.3,755,4.6,353100.0
1720,2011,96092,-122.02,39.97,83092.0,51.9,213,5.6,210900.0
1721,2011,96093,-122.93,40.74,44870.0,42.9,4259,4.9,246300.0
1722,2011,96094,-122.36,41.51,41463.0,42.3,6385,5.5,249200.0
1723,2011,96096,-121.87,40.63,46538.0,49.2,724,5.1,246400.0
1724,2011,96097,-122.67,41.75,35588.0,42.6,10084,5.0,225200.0
1725,2011,96101,-120.53,41.43,35081.0,47.0,4760,5.0,159700.0
1726,2011,96103,-120.65,39.78,65278.0,57.9,1334,5.5,410000.0
1727,2011,96104,-120.14,41.48,34265.0,56.4,775,5.0,185900.0
1728,2011,96105,-120.06,39.75,47843.0,31.6,665,6.0,292900.0
1729,2011,96106,-120.57,39.72,45511.0,55.2,239,5.8,509900.0
1730,2011,96107,-119.48,38.47,49306.0,31.4,1498,5.2,216400.0
1731,2011,96108,-120.4,41.75,67521.99233323270,40.40193697600450,0,5.163962967276100,458794.97705720400
1732,2011,96109,-120.06,39.94,29522.0,56.8,659,4.7,173000.0
1733,2011,96110,-120.1,41.3,23125.0,56.4,120,5.4,250000.0
1734,2011,96111,-120.02,39.39,26983.0,60.4,64,6.8,1000000.0
1735,2011,96112,-120.11,41.88,23250.0,50.1,169,5.7,137500.0
1736,2011,96113,-120.16,40.14,45644.0,35.8,1884,5.1,99800.0
1737,2011,96114,-120.5,40.28,72426.0,38.8,3075,5.6,277700.0
1738,2011,96115,-120.23,41.71,29318.0,60.6,195,5.1,177200.0
1739,2011,96116,-120.44,41.29,36107.0,54.3,340,5.5,161700.0
1740,2011,96117,-120.31,40.51,46528.0,42.7,225,5.6,334600.0
1741,2011,96118,-120.21,39.63,50536.0,48.1,1512,5.3,219200.0
1742,2011,96119,-120.49,41.05,45833.0,64.7,36,4.4,166700.0
1743,2011,96120,-119.84,38.73,59821.0,42.3,1012,5.0,408300.0
1744,2011,96121,-120.36,40.18,61250.0,56.6,262,5.8,295500.0
1745,2011,96122,-120.46,39.79,36803.0,40.9,4575,5.0,201700.0
1746,2011,96123,-120.4,40.73,25000.0,35.5,15,4.8,55000.0
1747,2011,96124,-120.43,39.66,100466.0,54.4,445,5.0,235300.0
1748,2011,96125,-120.65,39.6,113750.0,51.4,298,4.9,420000.0
1749,2011,96126,-120.34,39.57,12120.0,36.4,229,4.9,297100.0
1750,2011,96128,-120.38,40.35,62700.0,45.2,491,5.3,282400.0
1751,2011,96129,-120.37,39.82,101071.0,57.4,215,8.0,216400.0
1752,2011,96130,-120.61,40.57,53549.0,35.7,22192,5.1,193200.0
1753,2011,96132,-120.64,40.94,51250.0,57.5,46,5.2,525000.0
1754,2011,96133,-119.48,38.64,27591.0,41.5,113,4.1,458794.97705720400
1755,2011,96134,-121.46,41.8,33813.0,33.5,2641,5.1,116100.0
1756,2011,96135,-120.21,39.71,67521.99233323270,56.9,79,5.8,10000.0
1757,2011,96136,-120.2,40.31,78000.0,45.4,170,4.6,523100.0
1758,2011,96137,-121.02,40.26,50764.0,54.2,3605,5.2,307400.0
1759,2011,96140,-120.1,39.23,61027.0,49.3,1248,4.4,552000.0
1760,2011,96141,-120.18,39.08,69479.0,51.2,607,4.6,502600.0
1761,2011,96142,-120.14,39.02,62865.0,37.3,785,4.9,529200.0
1762,2011,96143,-120.02,39.25,42822.0,33.3,3582,3.8,504900.0
1763,2011,96145,-120.14,39.18,71318.0,41.7,3017,4.5,599400.0
1764,2011,96146,-120.22,39.19,68750.0,46.3,921,4.7,788000.0
1765,2011,96148,-120.05,39.24,73839.0,24.8,855,4.5,604200.0
1766,2011,96150,-120.01,38.84,46715.0,37.3,29206,4.8,389000.0
1767,2011,96155,-120.07,38.78,67521.99233323270,40.40193697600450,0,3.4,458794.97705720400
1768,2011,96161,-120.24,39.33,70648.0,38.1,17887,4.5,489700.0
1769,2011,97635,-120.29,41.93,47143.0,40.2,709,5.5,166800.0
1770,2012,89010,-117.93,37.68,27054.0,42.6,281,4.5,118800.0
1771,2012,89019,-115.53,35.75,37586.0,50.0,1882,4.9,116200.0
1772,2012,89060,-116.09,36.29,39642.0,50.0,10623,5.7,118500.0
1773,2012,89061,-115.92,36.08,51423.0,45.2,4552,5.8,151300.0
1774,2012,89439,-119.99,39.51,61571.0,51.9,1643,5.4,184800.0
1775,2012,90001,-118.24,33.97,35658.0,26.5,54480,4.4,263100.0
1776,2012,90002,-118.24,33.94,32299.0,25.4,48613,4.8,238300.0
1777,2012,90003,-118.27,33.96,29174.0,26.5,67226,4.3,248400.0
1778,2012,90004,-118.31,34.07,38430.0,35.5,62884,3.0,818400.0
1779,2012,90005,-118.31,34.06,32086.0,34.0,39592,2.5,664400.0
1780,2012,90006,-118.29,34.05,30260.0,33.4,58849,2.4,423600.0
1781,2012,90007,-118.28,34.02,22047.0,23.5,43653,3.3,408100.0
1782,2012,90008,-118.35,34.01,39661.0,39.2,33754,4.5,478700.0
1783,2012,90010,-118.32,34.06,53353.0,41.5,3835,2.8,562100.0
1784,2012,90011,-118.25,34.0,30198.0,27.7,100671,4.0,291100.0
1785,2012,90012,-118.24,34.06,26094.0,37.0,29164,2.7,402400.0
1786,2012,90013,-118.24,34.05,17072.0,43.9,9318,1.4,315300.0
1787,2012,90014,-118.25,34.04,12358.0,44.5,5556,1.4,334700.0
1788,2012,90015,-118.26,34.03,26579.0,32.0,17668,2.0,441000.0
1789,2012,90016,-118.35,34.02,36266.0,34.2,46779,4.3,371500.0
1790,2012,90017,-118.26,34.05,21576.0,29.2,23171,1.4,433000.0
1791,2012,90018,-118.31,34.02,35178.0,32.7,48497,4.2,366300.0
1792,2012,90019,-118.34,34.04,41261.0,36.4,64613,4.1,631300.0
1793,2012,90020,-118.31,34.07,38575.0,34.5,41086,2.3,564400.0
1794,2012,90021,-118.24,34.03,13504.0,48.0,2664,1.4,458000.0
1795,2012,90022,-118.15,34.02,37453.0,29.2,68657,4.2,315900.0
1796,2012,90023,-118.2,34.02,33875.0,28.7,45663,3.9,307300.0
1797,2012,90024,-118.43,34.06,61868.0,23.3,50269,3.8,1000000.0
1798,2012,90025,-118.44,34.04,72625.0,33.8,42932,3.8,664000.0
1799,2012,90026,-118.26,34.07,44901.0,33.5,69615,3.8,563100.0
1800,2012,90027,-118.28,34.12,47210.0,38.8,45702,3.4,803900.0
1801,2012,90028,-118.32,34.1,30393.0,33.6,28254,2.6,593300.0
1802,2012,90029,-118.29,34.09,35502.0,34.4,39437,3.2,492000.0
1803,2012,90031,-118.21,34.09,33019.0,33.6,39990,4.1,357900.0
1804,2012,90032,-118.17,34.08,46695.0,31.9,49242,4.7,338400.0
1805,2012,90033,-118.21,34.04,28773.0,28.3,49048,4.0,326500.0
1806,2012,90034,-118.4,34.03,56930.0,32.3,59305,3.6,664600.0
1807,2012,90035,-118.38,34.05,73161.0,37.1,30553,4.6,862800.0
1808,2012,90036,-118.35,34.06,72264.0,35.2,35942,3.9,957100.0
1809,2012,90037,-118.28,34.0,27072.0,28.7,60867,4.0,282000.0
1810,2012,90038,-118.33,34.09,35700.0,32.8,30225,3.0,577400.0
1811,2012,90039,-118.26,34.11,64073.0,38.2,28260,4.3,619100.0
1812,2012,90040,-118.14,33.99,49860.0,32.1,12692,4.4,345400.0
1813,2012,90041,-118.2,34.13,64820.0,39.0,28571,4.8,550000.0
1814,2012,90042,-118.19,34.11,51437.0,34.9,62303,4.2,394800.0
1815,2012,90043,-118.33,33.98,42043.0,39.3,43761,5.1,381600.0
1816,2012,90044,-118.29,33.95,29481.0,28.9,85940,4.2,296400.0
1817,2012,90045,-118.4,33.95,79913.0,35.0,40535,5.0,685300.0
1818,2012,90046,-118.36,34.11,52593.0,37.7,49937,3.6,880700.0
1819,2012,90047,-118.31,33.95,43034.0,36.6,47857,5.1,306300.0
1820,2012,90048,-118.37,34.07,75472.0,38.4,20793,4.1,960100.0
1821,2012,90049,-118.49,34.08,113792.0,41.2,36107,5.0,1000000.0
1822,2012,90056,-118.37,33.99,85347.0,49.1,8628,6.2,749800.0
1823,2012,90057,-118.27,34.06,27854.0,31.8,44871,2.1,301100.0
1824,2012,90058,-118.21,34.0,17355.0,24.9,3289,3.8,182900.0
1825,2012,90059,-118.25,33.93,33605.0,25.3,40305,4.9,244000.0
1826,2012,90061,-118.27,33.92,35380.0,28.5,26621,4.8,265600.0
1827,2012,90062,-118.31,34.0,33951.0,34.0,31569,4.6,291500.0
1828,2012,90063,-118.18,34.04,38801.0,30.1,53994,4.6,292500.0
1829,2012,90064,-118.43,34.03,81240.0,39.1,25894,5.1,897400.0
1830,2012,90065,-118.22,34.1,55885.0,36.5,45816,4.5,469900.0
1831,2012,90066,-118.43,34.0,65916.0,37.1,56107,4.2,738400.0
1832,2012,90067,-118.41,34.06,82714.0,60.3,2257,4.5,930200.0
1833,2012,90068,-118.33,34.13,70248.0,39.1,22270,4.3,964200.0
1834,2012,90069,-118.38,34.09,75959.0,42.9,20328,3.7,722300.0
1835,2012,90071,-118.25,34.05,67521.99233323270,40.40193697600450,0,5.163962967276100,458794.97705720400
1836,2012,90073,-118.45,34.05,67521.99233323270,53.5,623,5.163962967276100,458794.97705720400
1837,2012,90077,-118.45,34.1,182270.0,47.6,8262,7.2,1000000.0
1838,2012,90079,-118.26,34.04,67521.99233323270,40.40193697600450,0,5.163962967276100,458794.97705720400
1839,2012,90089,-118.29,34.02,9926.0,19.2,3402,2.1,458794.97705720400
1840,2012,90090,-118.24,34.07,67521.99233323270,40.40193697600450,0,5.163962967276100,458794.97705720400
1841,2012,90094,-118.42,33.98,90046.0,32.9,5567,4.0,635200.0
1842,2012,90095,-118.44,34.07,67521.99233323270,40.40193697600450,0,5.163962967276100,458794.97705720400
1843,2012,90201,-118.15,33.97,37913.0,27.3,101647,4.1,279700.0
1844,2012,90210,-118.41,34.09,130071.0,47.0,21517,6.7,1000000.0
1845,2012,90211,-118.38,34.06,70388.0,40.7,7889,4.3,1000000.0
1846,2012,90212,-118.4,34.06,81400.0,40.9,12306,4.4,1000000.0
1847,2012,90220,-118.24,33.87,43096.0,27.6,50947,5.0,243800.0
1848,2012,90221,-118.21,33.87,43000.0,27.0,51350,4.9,248100.0
1849,2012,90222,-118.23,33.91,40597.0,27.1,30990,4.8,243100.0
1850,2012,90230,-118.39,33.99,68322.0,39.1,32508,4.5,552600.0
1851,2012,90232,-118.39,34.02,75366.0,38.8,15248,4.3,753300.0
1852,2012,90240,-118.12,33.95,72705.0,37.6,25258,5.5,460900.0
1853,2012,90241,-118.13,33.94,56799.0,35.0,43786,4.6,453400.0
1854,2012,90242,-118.14,33.92,56662.0,31.6,42763,4.6,388800.0
1855,2012,90245,-118.4,33.91,86364.0,39.0,16678,4.6,765500.0
1856,2012,90247,-118.29,33.89,44612.0,35.9,46590,4.1,349500.0
1857,2012,90248,-118.28,33.88,53571.0,43.6,9904,4.9,382600.0
1858,2012,90249,-118.31,33.89,56420.0,37.1,26790,4.7,377600.0
1859,2012,90250,-118.34,33.91,46820.0,31.5,93925,4.0,428900.0
1860,2012,90254,-118.39,33.86,100696.0,38.5,19535,4.3,1000000.0
1861,2012,90255,-118.21,33.97,37517.0,29.0,75961,3.8,299400.0
1862,2012,90260,-118.35,33.88,52329.0,32.2,35014,4.5,395500.0
1863,2012,90262,-118.2,33.92,42849.0,28.0,69734,4.5,294500.0
1864,2012,90263,-118.71,34.04,67521.99233323270,20.3,1847,5.163962967276100,458794.97705720400
1865,2012,90265,-118.81,34.06,131042.0,46.3,17749,6.0,1000000.0
1866,2012,90266,-118.4,33.88,134445.0,40.4,35226,5.7,1000000.0
1867,2012,90270,-118.19,33.99,36494.0,26.9,27443,4.0,274200.0
1868,2012,90272,-118.54,34.07,148984.0,47.0,22893,6.6,1000000.0
1869,2012,90274,-118.34,33.77,150395.0,48.0,25387,7.1,1000000.0
1870,2012,90275,-118.31,33.75,119792.0,47.7,41903,6.7,974900.0
1871,2012,90277,-118.38,33.83,92463.0,43.2,33972,4.4,835800.0
1872,2012,90278,-118.37,33.87,104264.0,38.2,40867,5.1,684400.0
1873,2012,90280,-118.2,33.94,41851.0,30.2,94703,4.3,304400.0
1874,2012,90290,-118.6,34.1,124015.0,43.6,6983,6.0,981800.0
1875,2012,90291,-118.46,33.99,76578.0,37.4,26961,3.9,992400.0
1876,2012,90292,-118.46,33.98,100314.0,41.2,22350,4.0,729000.0
1877,2012,90293,-118.44,33.94,86788.0,38.9,12129,4.2,491900.0
1878,2012,90301,-118.36,33.95,39894.0,32.2,37165,4.0,299800.0
1879,2012,90302,-118.35,33.97,43482.0,32.4,30344,4.1,337500.0
1880,2012,90303,-118.33,33.93,41458.0,30.5,25828,4.4,342900.0
1881,2012,90304,-118.36,33.94,37056.0,29.2,27198,3.9,330200.0
1882,2012,90305,-118.33,33.95,65893.0,43.9,14896,5.5,371600.0
1883,2012,90401,-118.49,34.01,58057.0,39.6,6766,2.9,670800.0
1884,2012,90402,-118.5,34.03,145153.0,48.6,12351,6.4,1000000.0
1885,2012,90403,-118.49,34.03,70504.0,40.6,24286,3.8,901000.0
1886,2012,90404,-118.47,34.02,57500.0,38.2,20739,3.8,635300.0
1887,2012,90405,-118.46,34.01,75690.0,39.4,28114,3.9,997100.0
1888,2012,90501,-118.31,33.83,57040.0,35.2,42363,4.4,518200.0
1889,2012,90502,-118.29,33.83,62869.0,40.7,16845,4.7,359100.0
1890,2012,90503,-118.35,33.84,75777.0,41.0,46253,4.8,638500.0
1891,2012,90504,-118.33,33.86,71715.0,40.8,31650,5.2,525300.0
1892,2012,90505,-118.35,33.8,80405.0,43.6,36135,5.0,690500.0
1893,2012,90506,-118.33,33.88,67521.99233323270,40.40193697600450,0,5.163962967276100,458794.97705720400
1894,2012,90601,-118.03,34.0,68573.0,35.5,32630,5.3,438300.0
1895,2012,90602,-118.01,33.97,51149.0,31.3,25923,4.3,435800.0
1896,2012,90603,-117.99,33.94,85531.0,40.1,19933,5.8,437700.0
1897,2012,90604,-118.0,33.93,65980.0,33.0,40483,5.2,379800.0
1898,2012,90605,-118.02,33.95,70619.0,32.9,40698,5.3,374000.0
1899,2012,90606,-118.06,33.98,61136.0,33.7,32998,5.2,339100.0
1900,2012,90620,-118.0,33.84,76274.0,37.3,44295,5.8,402300.0
1901,2012,90621,-117.99,33.87,52643.0,33.0,35994,4.5,416200.0
1902,2012,90623,-118.04,33.85,86618.0,41.0,15528,6.2,578700.0
1903,2012,90630,-118.03,33.81,80838.0,40.6,48292,5.8,509000.0
1904,2012,90631,-117.95,33.94,64896.0,34.2,67929,5.1,439600.0
1905,2012,90638,-118.0,33.9,80925.0,37.7,49062,5.7,422000.0
1906,2012,90640,-118.11,34.02,50406.0,34.1,62965,4.6,404100.0
1907,2012,90650,-118.07,33.9,60485.0,33.5,105603,5.0,326200.0
1908,2012,90660,-118.08,33.98,57112.0,34.5,63106,5.2,344700.0
1909,2012,90670,-118.06,33.92,54712.0,36.3,15265,5.0,354200.0
1910,2012,90680,-117.99,33.8,51939.0,34.0,30369,4.3,298100.0
1911,2012,90701,-118.08,33.86,59227.0,38.3,16597,5.1,441400.0
1912,2012,90703,-118.05,33.86,87156.0,43.3,49551,6.1,600900.0
1913,2012,90704,-118.45,33.38,51378.0,36.1,3999,3.9,735800.0
1914,2012,90706,-118.13,33.88,50765.0,31.4,76619,4.5,355000.0
1915,2012,90710,-118.3,33.8,55148.0,36.9,27486,4.7,413400.0
1916,2012,90712,-118.15,33.85,83582.0,38.3,31334,5.6,432000.0
1917,2012,90713,-118.11,33.85,85629.0,39.5,27562,5.8,446600.0
1918,2012,90715,-118.07,33.84,66538.0,33.1,21129,5.0,373700.0
1919,2012,90716,-118.07,33.83,43788.0,30.1,14203,4.4,254500.0
1920,2012,90717,-118.31,33.79,61286.0,39.3,21347,4.4,472900.0
1921,2012,90720,-118.06,33.79,91875.0,42.7,21710,6.1,745700.0
1922,2012,90723,-118.16,33.89,44167.0,28.9,54255,4.2,269700.0
1923,2012,90731,-118.29,33.73,49992.0,35.7,59270,4.3,455800.0
1924,2012,90732,-118.31,33.73,85990.0,46.4,19895,5.2,493200.0
1925,2012,90740,-118.07,33.75,49986.0,58.0,23789,4.2,279300.0
1926,2012,90742,-118.08,33.72,71991.0,46.9,968,4.1,1000000.0
1927,2012,90743,-118.09,33.73,69375.0,51.8,411,6.3,1000000.0
1928,2012,90744,-118.26,33.77,43364.0,28.1,57441,4.4,325100.0
